feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
AUTH-048,ROUND-1 (V2 lineage),A,Account state,active / inactive / suspended / deleted,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,PARTIAL,"PARTIAL — model exists, no operator surface",REFERENCE ONLY,MISSING,MISSING,OK,n/a,none,none,tests/auth-core.test.ts (NOT in npm test),RESTORE,P0,Phase 1,High,not assessed in round 1,hist/old-tag/lib/db/schema.ts:3-12 (is_active only),lib/auth/access-control.ts:4-37; lib/db/schema.ts:14-15,Users.IsActive,Five statuses + is_active boolean with typed block reasons || admin: **no admin API/UI suspends or deletes a platform user** (grep: no writer to users.status)
AUTH-049,ROUND-1 (V2 lineage),A,Multi-role,Organization membership roles,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,FULL,REFERENCE ONLY,read-only list app/dashboard/office/members/page.tsx:16-23,OK,organization_members,membership-checked,none,none,tests/organizations-workspace-f3.test.mjs (NOT in npm test),KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/api/sponsor-users/route.ts:9 (viewer/editor/manager/admin),"lib/db/schema.ts:141; app/api/amrs/organizations/[id]/members/route.ts:13-15,153","Users.BranchId, Users.TenantId","owner / admin / manager / agent / member per organization, independent of the platform role || admin: none"
AUTH-050,ROUND-1 (V2 lineage),A,Multi-role,Member invite / role change UI,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,MISSING (UI),NOT APPLICABLE,MISSING,OK,OK,membership-checked,none,none,NONE,RESTORE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/api/sponsor-users/route.ts (+ admin screens),app/api/amrs/organizations/[id]/members/route.ts:140-160; app/dashboard/office/members/page.tsx is a read-only table,none,API supports invite + role change; there is no UI for it || admin: none
AUTH-051,ROUND-1 (V2 lineage),A,Account upgrade,Normal user → provider / office / company,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,PARTIAL,NOT APPLICABLE,provider only,OK,3 separate stores,session,none,none,NONE,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,provider: app/providers/apply/page.tsx + service_provider_profiles; org: POST /api/amrs/organizations (no UI),none,A user gains a professional or organization identity without a new account || admin: none
AUTH-052,ROUND-1 (V2 lineage),A,Identity resolution,Canonical identity row,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,PARTIAL,**REGRESSION — 4 uncorrelated identity keyspaces**,REFERENCE ONLY,n/a,n/a,4 stores,n/a,none,none,NONE,MERGE INTO NEW SYSTEM,P0,Phase 1,High,not assessed in round 1,hist/old-main/lib/sponsor-auth.ts:42-100 (email-keyed only),users.id (uuid) vs sponsor_access.email (lib/content-schema.ts:13-21) vs services user_id = e-mail (lib/services/identity.ts:28) vs office_device_credentials.sponsor_id (lib/integration/device.ts:14-22),"Users.Id INTEGER, TenantId TEXT","Whether every account type resolves to one users row — see ""Special answers"" || admin: n/a"
AUTH-053,ROUND-1 (V2 lineage),A,Identity resolution,Session identity resolver,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL (insecure),BETTER THAN OLD,NOT APPLICABLE,n/a,OK,users,enforced,none,none,NONE,KEEP,P0,Phase 1,Low,not assessed in round 1,hist/old-tag/lib/sponsor-auth.ts:35-110 (ChatGPT header fallback + first-user auto-super-admin + MySQL roleId=='admin' promotion),lib/identity-auth.ts:54-114; deprecation shim lib/sponsor-auth.ts:1-28,none,Session-only resolution from the HttpOnly cookie; no header/Bearer/auto-admin fallback || admin: none
AUTH-054,ROUND-1 (V2 lineage),A,Password policy,Min/max length,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,FULL,REFERENCE ONLY,OK,OK,n/a,n/a,none,none,tests/auth-core.test.ts (NOT in npm test),KEEP,P2,Phase 2,Low,not assessed in round 1,hist/old-tag/lib/auth/password.ts,lib/auth/access-control.ts:76-93; lib/auth/password.ts:1-9; meter app/register/page.tsx:52-71,Users.PasswordHash,"8–128 chars, bcrypt cost 12; client-side strength meter is advisory only || admin: none"
AUTH-055,ROUND-1 (V2 lineage),A,Identity schema,PG identity bootstrap,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"FULL — but user_oauth_accounts, admin_roles, admin_role_assignments, user_business_cards are **not** in the required set",NOT APPLICABLE,n/a,n/a,partial,n/a,none,none,tests/amrs/pg-identity-schema.test.ts (NOT in npm test),FIX REGRESSION,P0,Phase 1,High,not assessed in round 1,none found,"lib/db/pg-identity-schema.ts:3-17,62-351,401-444",none,"Idempotent DDL applier, version 5, 11 required tables, timestamptz repair || admin: scripts/apply-pg-identity-schema.ts"
AUTH-056,ROUND-1 (V2 lineage),A,Test coverage,Identity tests excluded from CI,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,n/a,REGRESSION,n/a,n/a,n/a,n/a,n/a,none,none,present-but-unrun,FIX REGRESSION,P0,Phase 1,High,not assessed in round 1,n/a,"package.json:13; excluded: tests/auth-core.test.ts, tests/session.test.mjs, tests/rate-limit.test.mjs, tests/origin-guard.test.mjs, tests/dev-login.test.mjs, tests/audit-log.test.mjs, tests/amrs/* (11 files), tests/organizations-*.test.mjs (3 files)",none,10 identity test files exist but npm test enumerates files explicitly and includes only auth-phase4 || admin: none
AUTH-057,ROUND-1 (V2 lineage),A,Desktop identity,Device pairing + credentials,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL (web side),REFERENCE ONLY,OK,OK,office_device_credentials,scope-checked,SSE (never emits — Phase 0),none,tests/integrations-pairing.test.mjs,KEEP,P1,Phase 2,Med,not assessed in round 1,none found,"lib/integration/pairing.ts, lib/integration/device.ts:14-60, lib/integration/office-auth.ts:5-46; routes app/api/office/v1/pairing/*, /devices",inv/dll_urls.txt https://akar-promax.com/api/program/sync,"Desktop pairs to a web account and receives a scoped bearer credential || admin: app/dashboard/office/devices/page.tsx, app/admin/integration/page.tsx"
AUTH-058,ROUND-1 (V2 lineage),A,Desktop identity,License / subscription status endpoint,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,MISSING (contract mismatch),REFERENCE ONLY,n/a,MISSING,MISSING,n/a,none,none,NONE,RESTORE,P1,Phase 2,High,not assessed in round 1,none found,grep api/program over app/ lib/ → 0 hits; existing surface is /api/office/v1/*,"inv/dll_urls.txt; inv/dll_strings.txt SubscriptionService, AKAR_OFFLINE_LICENSE_2026, IsTrial, TrialDays, RegisteredHWID",Desktop calls /api/program/subscription-status and /api/program/sync; neither path exists in the web tree || admin: none
AUTH-059,ROUND-1 (V2 lineage),A,Desktop identity,Per-user permission grants,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,contracts\,treasury\,print\,view_reports\,export_reports\,manage_checks\,"branch_manager), Users.CanDeleteRecords/CanViewFinancials/CanManageUsers/HideTrueOwner; UserRolePermissions(UserId,PermissionKey,IsAllowed,GrantedByUserId)",none,n/a,MISSING on web,REFERENCE ONLY,n/a,n/a,n/a,not assessed in round 1,none found,no web equivalent for per-user (non-role) grants,AkarDB.sqlite Users.Permissions (clients\,Desktop stores a pipe-delimited permission string plus boolean flags and a per-user grant table || admin: properties\
PROF-001,ROUND-1 (V2 lineage),B,Normal member profile,View own profile,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,PARTIAL,NOT APPLICABLE,read-only,OK,users,session,none,none,NONE,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,app/account/profile/page.tsx:33-119; data from app/api/auth/me/route.ts:19-78,none,"Read-only card: name, email, phone, verification flag, join date, role label || admin: none"
PROF-002,ROUND-1 (V2 lineage),B,Normal member profile,Edit own profile,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,MISSING,NOT APPLICABLE,MISSING,MISSING,columns exist,n/a,none,none,NONE,RESTORE,P0,Phase 1,High,not assessed in round 1,none found,**no endpoint** — grep shows no PATCH/PUT writer for users.name/users.phone/users.preferred_language outside register,none,Change name / phone / language || admin: none
PROF-003,ROUND-1 (V2 lineage),B,Normal member profile,Avatar / photo,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,MISSING,REFERENCE ONLY,inert,MISSING,MISSING,n/a,none,none,NONE,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,onboarding collects a File (app/onboarding/page.tsx:27-28) and discards it; no avatar column on users (lib/db/schema.ts:3-25); orphan user_business_cards.avatar (lib/db/schemas/roles-schema.ts:33),Users.AvatarPath,Upload and display a member avatar || admin: none
PROF-004,ROUND-1 (V2 lineage),B,Normal member profile,Public vs private fields,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,NOT APPLICABLE (by design),NOT APPLICABLE,n/a,n/a,n/a,n/a,none,none,NONE,KEEP,P3,Phase 3,Low,not assessed in round 1,none found,"no app/users/[id] or app/members/* route; lib/db/schema.ts:216-217 comment: ""Normal users: internal trust scoring only, no public reputation profile""",none,Member profile is entirely private; there is no public member page || admin: none
PROF-005,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Core record,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,REFERENCE ONLY,OK,OK,services DB,provider-owned,none,service_notifications,tests/services-marketplace.test.mjs,KEEP,P0,Phase 1,Low,not assessed in round 1,none found,lib/services-marketplace-schema.ts:91-134; app/api/service-providers/me/route.ts:9-24; UI app/dashboard/services/provider-profile,"TechnicianDirectory (Name, Specialty, Mobile, IsVerified, City)","Bilingual display name, bio, logo, cover, phone/WhatsApp/email/website, geo + service radius, licences, insurance, founded year, team size, business/tax/CR numbers || admin: app/api/service-providers/[id]/status/route.ts"
PROF-006,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Portfolio,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,NOT APPLICABLE,OK,OK,service_provider_portfolio,provider-owned,none,none,tests/services-marketplace.test.mjs,KEEP,P1,Phase 2,Low,not assessed in round 1,none found,"app/api/service-providers/[id]/portfolio/route.ts; lib/services/marketplace.ts:366-377; public read app/api/professionals/[id]/route.ts:26-29,68-78",none,"Work items with image, category, city, year, tags, featured flag || admin: none"
PROF-007,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Services offered,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,NOT APPLICABLE,OK,OK,service_provider_categories,provider-owned,none,none,tests/services-marketplace.test.mjs,KEEP,P1,Phase 2,Low,not assessed in round 1,none found,app/api/service-providers/[id]/categories/route.ts; lib/services-marketplace-schema.ts:135-146,none,"Provider↔category links with price range, pricing unit, min duration || admin: SERVICE_CATEGORIES_MANAGE"
PROF-008,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Documents / licences,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,NOT APPLICABLE,OK,OK,services DB,reviewer-gated,none,none,NONE,KEEP,P1,Phase 2,Med,not assessed in round 1,none found,app/api/service-providers/[id]/documents/route.ts; lib/services-marketplace-schema.ts:147+; service_provider_documents.verified_by,none,Uploaded evidence with verifier + uploader tracking || admin: SERVICE_PROVIDERS_REVIEW
PROF-009,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Reviews & ratings,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,NOT APPLICABLE,app/providers/[id]/page.tsx,OK,service_reviews,moderation permission,none,none,tests/services-marketplace.test.mjs,KEEP,P0,Phase 1,Low,not assessed in round 1,none found,"app/api/professionals/[id]/route.ts:40-52,80-91; app/api/service-reviews/*; lib/services-marketplace-schema.ts:91-113",none,"Multi-axis reviews (quality/punctuality/communication/value/recommend) with denormalised rating_avg, rating_count || admin: SERVICES_REVIEW_MODERATE"
PROF-010,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Statistics,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,FULL,NOT APPLICABLE,OK,OK,services DB,public,none,none,NONE,KEEP,P1,Phase 2,Low,not assessed in round 1,none found,lib/services-marketplace-schema.ts:117-122; surfaced app/api/professionals/[id]/route.ts:110-112,none,"jobs completed, completion rate, response rate, average response time || admin: none"
PROF-011,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Availability / activity state,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,"PARTIAL (two unrelated models, AMRS one is dead)",NOT APPLICABLE,toggle only,OK,no activity_state table,admin/provider,none,none,tests/amrs/amrs4-lifecycle.test.ts (NOT in npm test),MERGE INTO NEW SYSTEM,P2,Phase 3,Med,not assessed in round 1,none found,"lib/services-marketplace-schema.ts:87; AMRS model lib/amrs/contracts/activity.ts:69-110 (no persistence table, no caller)",none,is_accepting_requests toggle; AMRS ActivityLevel model is separate and unused || admin: app/api/service-providers/[id]/status/route.ts:33-39
PROF-012,ROUND-1 (V2 lineage),B,Craftsman / provider profile,Public profile leaks non-approved providers,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,BROKEN (data exposure),NOT APPLICABLE,n/a,BROKEN,n/a,**missing**,none,none,NONE,FIX REGRESSION,P0,Phase 1,High,not assessed in round 1,none found,"app/api/professionals/[id]/route.ts:17-21 (SELECT * FROM service_provider_profiles WHERE id = ?1), contrast line 113 which only downgrades the availability flag",none,"/api/professionals/[id] selects by id with **no status filter**, so draft / rejected / suspended provider profiles (phone, e-mail, address) are publicly readable || admin: none"
PROF-013,ROUND-1 (V2 lineage),B,Office profile,Organization record,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,"PARTIAL — **commercial_registration, tax_number, sponsor_code, structured street address (governorate/village/street) dropped from the org record** (they survive only on organization_branches, lib/db/schema.ts:166-170)",REFERENCE ONLY,OK,OK,organizations,owner/admin,none,none,tests/organizations-workspace-f3.test.mjs (NOT in npm test),RESTORE,P1,Phase 2,High,not assessed in round 1,"hist/old-tag/lib/runtime-db.ts:213-241 (sponsor_profiles: sponsor_code, CR, tax, full address, contact)",lib/db/schema.ts:93-129; edit lib/amrs/workspace-profile-api.ts:9-36; UI app/dashboard/office/profile/page.tsx:61,Settings.OfficeName/OfficeAddress/OfficePhone/CRNumber/TaxNumber/LogoPath,"Names ×3 locales, slug, type, classification, geo, logo, cover, descriptions ×3, website, contact e-mail/phone, status lifecycle || admin: app/api/admin/organizations/[id]/review/route.ts"
PROF-014,ROUND-1 (V2 lineage),B,Company profile,"Same record, type business/other",NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,PARTIAL (same gaps as PROF-013),NOT APPLICABLE,OK,OK,organizations,owner/admin,none,none,tests/organizations-workspace-f3.test.mjs (NOT in npm test),RESTORE,P1,Phase 2,High,not assessed in round 1,hist/old-tag/app/api/sponsor-profiles/route.ts,lib/amrs/workspace.ts:167-170; app/dashboard/company/profile/page.tsx:74,none,Company workspace mapped onto the same organization table || admin: same
PROF-015,ROUND-1 (V2 lineage),B,Office/Company profile,Logo & cover,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,"PARTIAL (URL only, no upload)",REFERENCE ONLY,text field,PARTIAL,OK,owner/admin,none,none,NONE,RESTORE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/lib/runtime-db.ts:217-218 + app/api/sponsor-assets/route.ts,lib/db/schema.ts:108-109; lib/amrs/workspace-profile-api.ts:9 allows the fields; no media route writes them (office media API is dead per Phase 0),Settings.LogoPath,logo_url/cover_url are editable strings; no upload endpoint is wired to them || admin: none
PROF-016,ROUND-1 (V2 lineage),B,Office/Company profile,Branches,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,BETTER THAN OLD (adds working hours + service areas),REFERENCE ONLY,OK,OK,organization_branches,owner/admin,none,none,tests/organizations-workspace-f3.test.mjs (NOT in npm test),KEEP,P1,Phase 2,Low,not assessed in round 1,hist/old-tag/lib/runtime-db.ts:260-282; app/api/sponsor-branches/route.ts,"lib/db/schema.ts:154-182; lib/amrs/workspace-branches-api.ts:45-105; UI app/dashboard/office/branches, app/dashboard/company/branches","Branches table (Name, Address, Phone, ManagerName, IsActive)","Per-branch address, geo, phone, e-mail, working hours, service areas, active flag || admin: none"
PROF-017,ROUND-1 (V2 lineage),B,Office/Company profile,Members list,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,PARTIAL (no write UI — see AUTH-050),REFERENCE ONLY,read-only,OK,OK,membership,none,none,tests/organizations-workspace-f3.test.mjs (NOT in npm test),RESTORE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/api/sponsor-users/route.ts,app/dashboard/office/members/page.tsx:16-23 (read-only); API app/api/amrs/organizations/[id]/members/route.ts,Users.BranchId,Roster with role and status || admin: none
PROF-018,ROUND-1 (V2 lineage),B,Office/Company profile,Public organization page,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"PARTIAL — shows raw level/score strings, no badge, no verification indicator",NOT APPLICABLE,OK,OK,OK,public,none,none,NONE,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,app/organizations/[id]/page.tsx:43-120; src/components/public/organization-profile-page.tsx:79-165,none,"Public profile showing org data, members and reputation level/score || admin: none"
PROF-019,ROUND-1 (V2 lineage),B,Office/Company profile,Properties owned / listed on the profile,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,OLD SOURCE REQUIRED,MISSING,REFERENCE ONLY,MISSING,MISSING,data exists in properties domain,n/a,none,none,NONE,RESTORE,P2,Phase 3,Med,not assessed in round 1,none found,app/organizations/[id]/page.tsx fetches only org + members + reputation (lines 53-56),"Properties, Ownerships in AkarDB.sqlite",Public org page lists no properties or listings || admin: none
PROF-020,ROUND-1 (V2 lineage),B,Verification,Verification records,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,FULL (model + API),REFERENCE ONLY,**no admin UI** (app/admin/* has no verifications page),OK,OK,"verification.review permission — **not present in src/constants/permissions.ts**, so only super_admin/* can review",none,none,tests/organizations-verification-f2.test.mjs (NOT in npm test),FIX REGRESSION,P0,Phase 1,High,not assessed in round 1,none found,lib/db/schema.ts:189-212; lib/amrs/verification.ts:29-110; lib/db/pg-identity-schema.ts:239-261,TechnicianDirectory.IsVerified/VerifiedByUserId,"Generic entity_type + entity_id + type records: email, phone, identity, professional, organization, licence, address; pending/verified/failed/expired/revoked; one-pending-per-subject unique index || admin: app/api/admin/verifications/route.ts:19-50, [id]/route.ts, expire/route.ts"
